qtype,context,chosen,target,pre,post,id,delta
2,m,il,oh,1,0,A27VT43UE97H8V,-1
2,m,il,ol,3,3,A27VT43UE97H8V,0
2,f,ih,ih,3,3,A1FKRZKU1H9YFC,0
2,f,ih,il,3,-3,A1FKRZKU1H9YFC,-6
2,f,ih,oh,0,0,A1FKRZKU1H9YFC,0
2,f,ih,ol,3,3,A1FKRZKU1H9YFC,0
2,b,oh,ih,3,-3,A1FKRZKU1H9YFC,-6
2,b,oh,il,-2,-3,A1FKRZKU1H9YFC,-1
2,b,oh,oh,1,3,A1FKRZKU1H9YFC,2
2,b,oh,ol,3,0,A1FKRZKU1H9YFC,-3
2,g,il,ih,3,-3,A1FKRZKU1H9YFC,-6
2,g,il,il,1,3,A1FKRZKU1H9YFC,2
2,g,il,oh,0,0,A1FKRZKU1H9YFC,0
2,g,il,ol,1,0,A1FKRZKU1H9YFC,-1
2,m,ih,ih,3,3,A1FKRZKU1H9YFC,0
2,m,ih,il,-2,-3,A1FKRZKU1H9YFC,-1
2,m,ih,oh,3,3,A1FKRZKU1H9YFC,0
2,m,ih,ol,3,3,A1FKRZKU1H9YFC,0
2,f,ol,ih,1,-3,ANZR2DCSMD0NX,-4
2,f,ol,il,3,-3,ANZR2DCSMD0NX,-6
2,f,ol,oh,-3,-3,ANZR2DCSMD0NX,0
2,f,ol,ol,-1,3,ANZR2DCSMD0NX,4
2,b,ih,ih,2,3,ANZR2DCSMD0NX,1
2,b,ih,il,-2,-3,ANZR2DCSMD0NX,-1
2,b,ih,oh,1,1,ANZR2DCSMD0NX,0
2,b,ih,ol,1,1,ANZR2DCSMD0NX,0
2,g,ih,ih,1,3,ANZR2DCSMD0NX,2
2,g,ih,il,-1,-2,ANZR2DCSMD0NX,-1
2,g,ih,oh,-2,-2,ANZR2DCSMD0NX,0
2,g,ih,ol,-1,-1,ANZR2DCSMD0NX,0
2,m,ol,ih,1,-3,ANZR2DCSMD0NX,-4
2,m,ol,il,-2,-3,ANZR2DCSMD0NX,-1
2,m,ol,oh,-1,-3,ANZR2DCSMD0NX,-2
2,m,ol,ol,3,3,ANZR2DCSMD0NX,0
2,f,ih,ih,2,3,A1Y0Y6U906ABT5,1
2,f,ih,il,3,3,A1Y0Y6U906ABT5,0
2,f,ih,oh,-2,-2,A1Y0Y6U906ABT5,0
2,f,ih,ol,3,2,A1Y0Y6U906ABT5,-1
2,b,ol,ih,2,-3,A1Y0Y6U906ABT5,-5
2,b,ol,il,-2,-3,A1Y0Y6U906ABT5,-1
2,b,ol,oh,1,1,A1Y0Y6U906ABT5,0
2,b,ol,ol,2,3,A1Y0Y6U906ABT5,1
2,g,ih,ih,1,-3,A1Y0Y6U906ABT5,-4
2,g,ih,il,-2,-2,A1Y0Y6U906ABT5,0
2,g,ih,oh,-1,-1,A1Y0Y6U906ABT5,0
2,g,ih,ol,-1,-1,A1Y0Y6U906ABT5,0
2,m,ih,ih,3,3,A1Y0Y6U906ABT5,0
2,m,ih,il,3,1,A1Y0Y6U906ABT5,-2
2,m,ih,oh,1,1,A1Y0Y6U906ABT5,0
2,m,ih,ol,1,1,A1Y0Y6U906ABT5,0
2,f,il,ih,3,-3,A12HLCUXMU9JYT,-6
2,f,il,il,3,3,A12HLCUXMU9JYT,0
2,f,il,oh,3,-3,A12HLCUXMU9JYT,-6
2,f,il,ol,-3,-3,A12HLCUXMU9JYT,0
2,b,il,ih,3,-3,A12HLCUXMU9JYT,-6
2,b,il,il,-3,3,A12HLCUXMU9JYT,6
2,b,il,oh,3,-3,A12HLCUXMU9JYT,-6
2,b,il,ol,3,-3,A12HLCUXMU9JYT,-6
2,g,ol,ih,3,-2,A12HLCUXMU9JYT,-5
2,g,ol,il,2,-2,A12HLCUXMU9JYT,-4
2,g,ol,oh,0,-3,A12HLCUXMU9JYT,-3
2,g,ol,ol,2,3,A12HLCUXMU9JYT,1
2,m,oh,ih,3,-3,A12HLCUXMU9JYT,-6
2,m,oh,il,-3,-3,A12HLCUXMU9JYT,0
2,m,oh,oh,0,3,A12HLCUXMU9JYT,3
2,m,oh,ol,0,-3,A12HLCUXMU9JYT,-3
2,f,ol,ih,3,-3,A3B9QNYDDXGL9I,-6
2,f,ol,il,0,-3,A3B9QNYDDXGL9I,-3
2,f,ol,oh,-3,-3,A3B9QNYDDXGL9I,0
2,f,ol,ol,0,3,A3B9QNYDDXGL9I,3
2,b,il,ih,0,-3,A3B9QNYDDXGL9I,-3
2,b,il,il,-3,3,A3B9QNYDDXGL9I,6
2,b,il,oh,0,0,A3B9QNYDDXGL9I,0
2,b,il,ol,3,0,A3B9QNYDDXGL9I,-3
2,g,ih,ih,3,3,A3B9QNYDDXGL9I,0
2,g,ih,il,0,-3,A3B9QNYDDXGL9I,-3
2,g,ih,oh,0,-3,A3B9QNYDDXGL9I,-3
2,g,ih,ol,3,-3,A3B9QNYDDXGL9I,-6
2,m,il,ih,3,-3,A3B9QNYDDXGL9I,-6
2,m,il,il,-3,3,A3B9QNYDDXGL9I,6
2,m,il,oh,-3,-3,A3B9QNYDDXGL9I,0
2,m,il,ol,3,3,A3B9QNYDDXGL9I,0
2,f,il,ih,2,-2,A207IHY6GERCFO,-4
2,f,il,il,1,3,A207IHY6GERCFO,2
2,f,il,oh,0,-1,A207IHY6GERCFO,-1
2,f,il,ol,-1,-1,A207IHY6GERCFO,0
2,b,ih,ih,0,3,A207IHY6GERCFO,3
2,b,ih,il,0,-3,A207IHY6GERCFO,-3
2,b,ih,oh,1,1,A207IHY6GERCFO,0
2,b,ih,ol,1,1,A207IHY6GERCFO,0
2,g,il,ih,1,-3,A207IHY6GERCFO,-4
2,g,il,il,0,3,A207IHY6GERCFO,3
2,g,il,oh,0,0,A207IHY6GERCFO,0
2,g,il,ol,0,0,A207IHY6GERCFO,0
2,m,oh,ih,2,-3,A207IHY6GERCFO,-5
2,m,oh,il,2,-2,A207IHY6GERCFO,-4
2,m,oh,oh,2,3,A207IHY6GERCFO,1
2,m,oh,ol,2,2,A207IHY6GERCFO,0
2,f,oh,ih,2,-3,A2LPP288NK76W4,-5
2,f,oh,il,2,0,A2LPP288NK76W4,-2
2,f,oh,oh,-1,3,A2LPP288NK76W4,4
2,f,oh,ol,-2,0,A2LPP288NK76W4,2
2,b,oh,ih,1,-3,A2LPP288NK76W4,-4
2,b,oh,il,1,-2,A2LPP288NK76W4,-3
2,b,oh,oh,0,3,A2LPP288NK76W4,3
2,b,oh,ol,0,-3,A2LPP288NK76W4,-3
2,g,ol,ih,2,-3,A2LPP288NK76W4,-5
2,g,ol,il,-1,0,A2LPP288NK76W4,1
2,g,ol,oh,3,0,A2LPP288NK76W4,-3
2,g,ol,ol,2,3,A2LPP288NK76W4,1
2,m,ol,ih,0,-3,A2LPP288NK76W4,-3
2,m,ol,il,3,-3,A2LPP288NK76W4,-6
2,m,ol,oh,-2,-3,A2LPP288NK76W4,-1
2,m,ol,ol,1,3,A2LPP288NK76W4,2
2,f,ih,ih,3,3,A3UUH3632AI3ZX,0
2,f,ih,il,3,-3,A3UUH3632AI3ZX,-6
2,f,ih,oh,-3,-3,A3UUH3632AI3ZX,0
2,f,ih,ol,3,0,A3UUH3632AI3ZX,-3
2,b,ol,ih,3,-3,A3UUH3632AI3ZX,-6
2,b,ol,il,0,-3,A3UUH3632AI3ZX,-3
2,b,ol,oh,1,0,A3UUH3632AI3ZX,-1
2,b,ol,ol,1,3,A3UUH3632AI3ZX,2
2,g,oh,ih,3,0,A3UUH3632AI3ZX,-3
2,g,oh,il,3,-2,A3UUH3632AI3ZX,-5
2,g,oh,oh,3,3,A3UUH3632AI3ZX,0
2,g,oh,ol,3,-1,A3UUH3632AI3ZX,-4
2,m,ih,ih,0,2,A3UUH3632AI3ZX,2
2,m,ih,il,3,3,A3UUH3632AI3ZX,0
2,m,ih,oh,0,0,A3UUH3632AI3ZX,0
2,m,ih,ol,-3,3,A3UUH3632AI3ZX,6
2,f,oh,ih,1,-3,A1JM5XNB4NCZR6,-4
2,f,oh,il,3,-3,A1JM5XNB4NCZR6,-6
2,f,oh,oh,-1,3,A1JM5XNB4NCZR6,4
2,f,oh,ol,1,1,A1JM5XNB4NCZR6,0
2,b,ih,ih,3,3,A1JM5XNB4NCZR6,0
2,b,ih,il,0,1,A1JM5XNB4NCZR6,1
2,b,ih,oh,3,3,A1JM5XNB4NCZR6,0
2,b,ih,ol,3,1,A1JM5XNB4NCZR6,-2
2,g,ih,ih,3,3,A1JM5XNB4NCZR6,0
2,g,ih,il,3,3,A1JM5XNB4NCZR6,0
2,g,ih,oh,1,1,A1JM5XNB4NCZR6,0
2,g,ih,ol,3,3,A1JM5XNB4NCZR6,0
2,m,ol,ih,3,-3,A1JM5XNB4NCZR6,-6
2,m,ol,il,1,1,A1JM5XNB4NCZR6,0
2,m,ol,oh,1,1,A1JM5XNB4NCZR6,0
2,m,ol,ol,3,3,A1JM5XNB4NCZR6,0
2,f,ol,ih,1,-2,A26RO8GGTQAXGG,-3
2,f,ol,il,2,-2,A26RO8GGTQAXGG,-4
2,f,ol,oh,-1,-1,A26RO8GGTQAXGG,0
2,f,ol,ol,-2,2,A26RO8GGTQAXGG,4
2,b,oh,ih,3,-2,A26RO8GGTQAXGG,-5
2,b,oh,il,1,-2,A26RO8GGTQAXGG,-3
2,b,oh,oh,-1,3,A26RO8GGTQAXGG,4
2,b,oh,ol,2,1,A26RO8GGTQAXGG,-1
2,g,oh,ih,-1,-3,A26RO8GGTQAXGG,-2
2,g,oh,il,-2,-2,A26RO8GGTQAXGG,0
2,g,oh,oh,-3,3,A26RO8GGTQAXGG,6
2,g,oh,ol,-2,-2,A26RO8GGTQAXGG,0
2,m,oh,ih,2,-3,A26RO8GGTQAXGG,-5
2,m,oh,il,-1,-1,A26RO8GGTQAXGG,0
2,m,oh,oh,-1,3,A26RO8GGTQAXGG,4
2,m,oh,ol,3,2,A26RO8GGTQAXGG,-1
2,f,il,ih,0,-3,A3DUPRZSMU9W5R,-3
2,f,il,il,3,3,A3DUPRZSMU9W5R,0
2,f,il,oh,-3,-3,A3DUPRZSMU9W5R,0
2,f,il,ol,-3,-3,A3DUPRZSMU9W5R,0
2,b,ol,ih,3,-3,A3DUPRZSMU9W5R,-6
2,b,ol,il,-3,-3,A3DUPRZSMU9W5R,0
2,b,ol,oh,-2,-3,A3DUPRZSMU9W5R,-1
2,b,ol,ol,2,3,A3DUPRZSMU9W5R,1
2,g,ol,ih,-2,-3,A3DUPRZSMU9W5R,-1
2,g,ol,il,-2,-3,A3DUPRZSMU9W5R,-1
2,g,ol,oh,-3,-3,A3DUPRZSMU9W5R,0
2,g,ol,ol,3,3,A3DUPRZSMU9W5R,0
2,m,il,ih,2,-2,A3DUPRZSMU9W5R,-4
2,m,il,il,-3,3,A3DUPRZSMU9W5R,6
2,m,il,oh,-3,-3,A3DUPRZSMU9W5R,0
2,m,il,ol,3,2,A3DUPRZSMU9W5R,-1
2,f,oh,ih,3,-3,A269JN2RQ3NQHK,-6
2,f,oh,il,3,-3,A269JN2RQ3NQHK,-6
2,f,oh,oh,-3,3,A269JN2RQ3NQHK,6
2,f,oh,ol,3,0,A269JN2RQ3NQHK,-3
2,b,oh,ih,3,-3,A269JN2RQ3NQHK,-6
2,b,oh,il,-3,-3,A269JN2RQ3NQHK,0
2,b,oh,oh,3,3,A269JN2RQ3NQHK,0
2,b,oh,ol,3,1,A269JN2RQ3NQHK,-2
2,g,oh,ih,3,-3,A269JN2RQ3NQHK,-6
2,g,oh,il,3,1,A269JN2RQ3NQHK,-2
2,g,oh,oh,3,3,A269JN2RQ3NQHK,0
2,g,oh,ol,3,1,A269JN2RQ3NQHK,-2
2,m,il,ih,-3,-3,A269JN2RQ3NQHK,0
2,m,il,il,-3,3,A269JN2RQ3NQHK,6
2,m,il,oh,3,3,A269JN2RQ3NQHK,0
2,m,il,ol,3,3,A269JN2RQ3NQHK,0
2,f,ih,ih,2,3,A2OX8TSRCU6NKD,1
2,f,ih,il,3,0,A2OX8TSRCU6NKD,-3
2,f,ih,oh,-3,-3,A2OX8TSRCU6NKD,0
2,f,ih,ol,-1,-3,A2OX8TSRCU6NKD,-2
2,b,ol,ih,3,-3,A2OX8TSRCU6NKD,-6
2,b,ol,il,-3,-3,A2OX8TSRCU6NKD,0
2,b,ol,oh,2,0,A2OX8TSRCU6NKD,-2
2,b,ol,ol,2,3,A2OX8TSRCU6NKD,1
2,g,il,ih,2,-3,A2OX8TSRCU6NKD,-5
2,g,il,il,1,3,A2OX8TSRCU6NKD,2
2,g,il,oh,-1,-1,A2OX8TSRCU6NKD,0
2,g,il,ol,3,1,A2OX8TSRCU6NKD,-2
2,m,ih,ih,3,3,A2OX8TSRCU6NKD,0
2,m,ih,il,-1,-1,A2OX8TSRCU6NKD,0
2,m,ih,oh,-2,-1,A2OX8TSRCU6NKD,1
2,m,ih,ol,3,3,A2OX8TSRCU6NKD,0
2,f,ol,ih,2,-3,A3APKUC67F9IMW,-5
2,f,ol,il,3,-3,A3APKUC67F9IMW,-6
2,f,ol,oh,-1,-3,A3APKUC67F9IMW,-2
2,f,ol,ol,1,3,A3APKUC67F9IMW,2
2,b,ih,ih,3,3,A3APKUC67F9IMW,0
2,b,ih,il,1,-3,A3APKUC67F9IMW,-4
2,b,ih,oh,2,0,A3APKUC67F9IMW,-2
2,b,ih,ol,2,0,A3APKUC67F9IMW,-2
2,g,ih,ih,3,3,A3APKUC67F9IMW,0
2,g,ih,il,2,-2,A3APKUC67F9IMW,-4
2,g,ih,oh,2,-3,A3APKUC67F9IMW,-5
2,g,ih,ol,2,-3,A3APKUC67F9IMW,-5
2,m,oh,ih,3,-3,A3APKUC67F9IMW,-6
2,m,oh,il,2,-3,A3APKUC67F9IMW,-5
2,m,oh,oh,3,3,A3APKUC67F9IMW,0
2,m,oh,ol,3,0,A3APKUC67F9IMW,-3
3,f,oh,ih,0,-3,A19ZWBQT8A3LIR,-3
3,b,ol,ih,0,-3,A19ZWBQT8A3LIR,-3
3,g,il,ih,0,-3,A19ZWBQT8A3LIR,-3
3,m,ih,ih,0,-1,A19ZWBQT8A3LIR,-1
3,f,ih,ol,0,3,A19TD2J8506A4Y,3
3,b,ol,ih,0,-3,A19TD2J8506A4Y,-3
3,g,ol,ol,0,2,A19TD2J8506A4Y,2
3,m,ol,oh,0,-3,A19TD2J8506A4Y,-3
3,f,ol,oh,0,-3,A18HS7NHACVPJ,-3
3,b,ih,il,0,3,A18HS7NHACVPJ,3
3,g,oh,ol,0,-3,A18HS7NHACVPJ,-3
3,m,ol,il,0,-3,A18HS7NHACVPJ,-3
3,f,ih,il,0,3,A1M64R8HPYNNZA,3
3,b,il,ol,0,3,A1M64R8HPYNNZA,3
3,g,ol,il,0,-3,A1M64R8HPYNNZA,-3
3,m,oh,ol,0,-3,A1M64R8HPYNNZA,-3
3,f,il,oh,0,3,A3XU8C72O6LCD,3
3,b,oh,il,0,-3,A3XU8C72O6LCD,-3
3,g,il,oh,0,3,A3XU8C72O6LCD,3
3,m,ih,ih,0,2,A3XU8C72O6LCD,2
3,f,oh,ol,0,-2,A3TQUS51JKYUUE,-2
3,b,oh,oh,0,1,A3TQUS51JKYUUE,1
3,g,ih,oh,0,-1,A3TQUS51JKYUUE,-1
3,m,il,oh,0,3,A3TQUS51JKYUUE,3
3,f,oh,ol,0,-3,A2N9U74YIPDQ9F,-3
3,b,oh,ih,0,-3,A2N9U74YIPDQ9F,-3
3,g,oh,ol,0,-2,A2N9U74YIPDQ9F,-2
3,m,il,ol,0,1,A2N9U74YIPDQ9F,1
3,f,ol,ih,0,-3,A163XFZG5BI0XU,-3
3,b,ih,il,0,0,A163XFZG5BI0XU,0
3,g,oh,ih,0,1,A163XFZG5BI0XU,1
3,m,oh,ol,0,-3,A163XFZG5BI0XU,-3
3,f,il,oh,0,3,A2YHF0DPCO832L,3
3,b,il,ih,0,-3,A2YHF0DPCO832L,-3
3,g,il,oh,0,-3,A2YHF0DPCO832L,-3
3,m,ol,oh,0,-3,A2YHF0DPCO832L,-3
3,f,ih,ih,0,-3,A598UDLZZZAJ3,-3
3,b,ih,ol,0,-3,A598UDLZZZAJ3,-3
3,g,oh,ol,0,-3,A598UDLZZZAJ3,-3
3,m,il,ih,0,-2,A598UDLZZZAJ3,-2
3,f,ih,il,0,1,A1AKL5YH9NLD2V,1
3,b,il,oh,0,3,A1AKL5YH9NLD2V,3
3,g,ol,il,0,-3,A1AKL5YH9NLD2V,-3
3,m,ol,oh,0,-2,A1AKL5YH9NLD2V,-2
3,f,il,oh,0,3,A7ERZELTAMWL5,3
3,b,ol,il,0,-3,A7ERZELTAMWL5,-3
3,g,ih,ih,0,2,A7ERZELTAMWL5,2
3,m,ih,il,0,2,A7ERZELTAMWL5,2
3,f,ol,il,0,-3,A1BWS5AD2T4NIR,-3
3,b,oh,ol,0,1,A1BWS5AD2T4NIR,1
3,g,ol,ol,0,1,A1BWS5AD2T4NIR,1
3,m,il,ih,0,0,A1BWS5AD2T4NIR,0
3,f,ol,ih,0,-3,AL23NW0QUZKTR,-3
3,b,ol,ih,0,1,AL23NW0QUZKTR,1
3,g,il,oh,0,2,AL23NW0QUZKTR,2
3,m,oh,oh,0,3,AL23NW0QUZKTR,3
3,f,ol,il,0,-2,A2L3X4ZZ0J2DZ2,-2
3,b,oh,il,0,-3,A2L3X4ZZ0J2DZ2,-3
3,g,ol,oh,0,-2,A2L3X4ZZ0J2DZ2,-2
